,enzyme,gene_symbol
948,3.4.19.12,OTUD3
949,3.4.19.12,USP22
950,3.4.19.12,USP24
951,3.4.19.12,USP49
952,3.4.19.12,USP21
953,3.4.19.12,USP25
954,3.4.19.12,USP41
955,3.4.19.12,USP17L2
956,3.4.19.12,USP27X
957,3.4.19.12,DESI2
958,3.4.19.12,UCHL5
959,3.4.19.12,OTUD6B
960,3.4.19.12,MINDY2
961,3.4.19.12,OTUD4
962,3.4.19.12,ZRANB1
963,3.4.19.12,USP47
964,3.4.19.12,USP40
965,3.4.19.12,OTUD5
966,3.4.19.12,OTUB1
967,3.4.19.12,MINDY1
968,3.4.19.12,OTUD7B
969,3.4.19.12,USP31
970,3.4.19.12,USP35
971,3.4.19.12,STAMBPL1
972,3.4.19.12,USP36
973,3.4.19.12,USP28
974,3.4.19.12,USP29
975,3.4.19.12,USP37
976,3.4.19.12,USP46
977,3.4.19.12,TNFAIP3
978,3.4.19.12,USP17L24
979,3.4.19.12,USP17L25
980,3.4.19.12,USP17L26
981,3.4.19.12,USP17L5
982,3.4.19.12,USP17L27
983,3.4.19.12,USP17L28
984,3.4.19.12,USP17L29
985,3.4.19.12,USP17L30
986,3.4.19.12,UCHL1
987,3.4.19.12,UCHL3
988,3.4.19.12,USP4
989,3.4.19.12,USP1
990,3.4.19.12,USP7
991,3.4.19.12,OTUB2
992,3.4.19.12,MINDY3
993,3.4.19.12,VCPIP1
994,3.4.19.12,USP5
995,3.4.19.12,USP11
996,3.4.19.12,USP9X
997,3.4.19.12,USP9Y
998,3.4.19.12,BAP1
999,3.4.19.12,USP26
1000,3.4.19.12,USP44
1001,3.4.19.12,USP42
1002,3.4.19.12,MINDY4
1003,3.4.19.12,USP48
1004,3.4.19.12,USP38
1005,3.4.19.12,USP32
1006,3.4.19.12,USP30
1007,3.4.19.12,USP45
1008,3.4.19.12,USP13
1009,3.4.19.12,OTULIN
1010,3.4.19.12,USP14
1011,3.4.19.12,USP6
1012,3.4.19.12,USP2
1013,3.4.19.12,USP10
1014,3.4.19.12,USP8
1015,3.4.19.12,USP34
1016,3.4.19.12,JOSD1
1017,3.4.19.12,USP15
1018,3.4.19.12,USP3
1019,3.1.26.4,RNASEH2A
1020,3.1.26.4,RNASEH1
1021,4.1.1.17,ODC1
1022,2.4.2.31,ART5
1023,2.4.2.31,ART1
1024,2.4.2.31,ART3
1025,2.4.2.31,ART4
1026,3.4.21.105,RHBDL3
1027,3.4.21.105,RHBDL2
1028,3.4.21.105,PARL
1029,3.4.21.105,RHBDL1
1030,2.4.1.122,C1GALT1
1031,3.4.22.68,SENP8
1032,3.4.22.68,SENP5
1033,3.4.22.68,SENP6
1034,3.4.22.68,SENP3
1035,3.4.22.68,SENP1
1036,3.4.22.68,SENP7
1037,3.4.22.68,SENP2
1038,1.8.3.2,QSOX2
1039,1.8.3.2,GFER
1040,1.8.3.2,QSOX1
1041,2.7.11.22,CDK2
1042,2.7.11.22,CDK3
1043,2.7.11.22,CDK4
1044,2.7.11.22,CDK5
1045,2.7.11.22,CDK6
1046,2.7.11.22,CDK7
1047,2.7.11.22,CDK8
1048,2.7.11.22,CDK9
1049,2.7.11.22,CILK1
1050,2.7.11.22,CDK19
1051,2.7.11.22,CDK20
1052,2.7.11.22,CDKL4
1053,2.7.11.22,MAK
1054,2.7.11.22,CDKL3
1055,2.7.11.22,CDK16
1056,2.7.11.22,CDK17
1057,2.7.11.22,CDK18
1058,2.7.11.22,CDK12
1059,2.7.11.22,CDK14
1060,2.7.11.22,MOK
1061,2.7.11.22,CDK15
1062,2.7.11.22,CDKL5
1063,2.7.11.22,CDK11A
1064,2.7.11.22,CDK10
1065,2.7.11.22,CDK13
1066,2.7.11.22,CDKL1
1067,2.7.11.22,CDKL2
1068,2.7.11.22,CDK1
1069,2.7.11.22,CDK11B
1070,2.7.11.12,PRKG1
1071,2.7.11.12,PRKG2
1072,3.1.1.1,CES1
1073,3.1.1.1,CES5A
1074,3.1.1.1,CES3
1075,3.1.1.1,CES2
1076,3.1.1.84,CES2
1077,3.1.1.56,CES2
1078,2.3.1.4,GNPNAT1
1079,3.4.21.5,F2
1080,3.4.21.68,PLAT
1081,3.4.21.73,PLAU
1082,5.6.1.6,CFTR
1083,3.6.1.13,NUDT5
1084,3.6.1.13,NUDT9
1085,3.6.1.13,ADPRM
1086,3.6.1.13,TRPM2
1087,3.4.21.34,KLKB1
1088,3.4.21.27,F11
1089,3.4.21.22,F9
1090,3.4.21.21,F7
1091,3.4.21.6,F10
1092,3.2.1.21,GBA3
1093,3.4.21.69,PROC
1094,3.4.21.41,C1R
1095,3.4.21.7,PLG
1096,3.4.17.20,CPB2
1097,3.4.21.42,C1S
1098,3.4.21.43,C2
1099,3.4.21.47,CFB
1100,3.4.21.46,CFD
1101,3.4.21.45,CFI
1102,6.2.1.7,SLC27A5
1103,2.3.1.21,CPT1C
1104,2.3.1.21,CPT1A
1105,2.3.1.21,CPT1B
1106,2.3.1.21,CPT2
1107,7.2.1.3,CYB561
1108,7.2.1.3,CYBRD1
1109,4.4.1.20,LTC4S
1110,2.5.1.60,RABGGTA
1111,2.5.1.60,RABGGTB
1112,3.1.3.67,PTEN
1113,3.1.1.29,PTRH1
1114,3.1.1.29,MRPL58
1115,3.1.1.29,PTRH2
1116,3.1.3.11,FBP1
1117,3.1.3.11,FBP2
1118,1.3.1.70,TM7SF2
1119,1.1.1.271,TSTA3
1120,2.7.1.48,UCKL1
1121,2.7.1.48,UCK2
1122,2.7.1.48,UCK1
1123,2.3.1.26,SOAT1
1124,2.3.1.26,SOAT2
1125,2.3.1.42,GNPAT
1126,3.2.1.35,HYAL4
1127,3.2.1.35,CEMIP2
1128,3.2.1.35,HYAL1
1129,3.2.1.35,CEMIP
1130,3.2.1.35,SPAM1
1131,3.2.1.35,HYAL3
1132,3.2.1.35,HYAL2
1133,2.7.7.15,PCYT1A
1134,2.7.7.15,PCYT1B
1135,1.5.1.34,QDPR
1136,1.11.1.6,CAT
1137,2.4.1.17,UGT2B11
1138,2.4.1.17,UGT2A1
1139,2.4.1.17,UGT2B28
1140,2.4.1.17,UGT1A10
1141,2.4.1.17,UGT1A8
1142,2.4.1.17,UGT1A7
1143,2.4.1.17,UGT1A6
1144,2.4.1.17,UGT1A5
1145,2.4.1.17,UGT1A9
1146,2.4.1.17,UGT1A4
1147,2.4.1.17,UGT1A1
1148,2.4.1.17,UGT1A3
1149,2.4.1.17,UGT2A2
1150,2.4.1.17,UGT2B4
1151,2.4.1.17,UGT2B7
1152,2.4.1.17,UGT2B10
1153,2.4.1.17,UGT2B15
1154,2.4.1.17,UGT2B17
1155,2.4.1.17,UGT2A3
1156,2.4.99.6,ST3GAL6
1157,2.4.99.6,ST3GAL3
1158,3.2.1.24,MAN2B2
1159,3.2.1.24,MAN2C1
1160,3.2.1.24,MAN2B1
1161,2.8.2.23,HS3ST5
1162,2.8.2.23,HS3ST1
1163,2.8.2.29,HS3ST2
1164,3.1.3.75,PHOSPHO1
1165,3.1.1.5,LYPLA1
1166,3.1.1.5,PNPLA6
1167,3.1.1.5,LYPLA2
1168,3.1.1.5,CLC
1169,3.1.1.5,PLB1
1170,3.1.1.5,PLA2G15
1171,3.1.1.5,ASPG
1172,3.1.1.5,PNPLA7
1173,2.8.2.30,HS3ST3B1
1174,2.8.2.30,HS3ST3A1
1175,2.5.1.61,HMBS
1176,2.4.1.206,B3GNT5
1177,1.14.14.154,CYP51A1
1178,1.14.15.36,CYP51A1
1179,2.7.1.52,FCSK
1180,2.1.1.348,METTL3
1181,2.1.1.348,METTL14
1182,7.6.2.1,ATP9A
1183,7.6.2.1,ATP8A1
1184,7.6.2.1,ATP8B3
1185,7.6.2.1,ATP10B
1186,7.6.2.1,ATP11B
1187,7.6.2.1,ATP11A
1188,7.6.2.1,ATP11C
1189,7.6.2.1,ATP9B
1190,7.6.2.1,ATP8A2
1191,7.6.2.1,ATP8B1
1192,7.6.2.1,ATP10A
1193,7.6.2.1,ATP8B2
1194,7.6.2.1,ATP10D
1195,7.6.2.1,ATP8B4
1196,3.4.11.18,METAP2
1197,3.4.11.18,METAP1
1198,3.4.11.18,METAP1D
1199,6.2.1.3,SLC27A2
1200,6.2.1.3,ACSL1
1201,6.2.1.3,ACSL3
1202,6.2.1.3,ACSL4
1203,6.2.1.3,ACSBG1
1204,6.2.1.3,ACSL6
1205,6.2.1.3,ACSL5
1206,6.2.1.3,ACSBG2
1207,3.3.1.1,AHCYL1
1208,3.3.1.1,AHCY
1209,3.3.1.1,AHCYL2
1210,2.4.1.221,POFUT2
1211,2.4.1.221,POFUT1
1212,1.4.1.3,GLUD1
1213,1.4.1.3,GLUD2
1214,2.3.1.15,GPAT4
1215,2.3.1.15,GPAT2
1216,2.3.1.15,GPAM
1217,2.3.1.15,GPAT3
1218,2.4.1.222,LFNG
1219,2.4.1.222,MFNG
1220,2.4.1.222,RFNG
1221,3.6.4.6,NSF
1222,3.1.3.36,INPP5B
1223,3.1.3.36,OCRL
1224,3.1.3.36,INPP5E
1225,3.1.3.36,SYNJ1
1226,3.1.3.36,SYNJ2
1227,3.4.23.1,PGA5
1228,3.4.23.1,PGA3
1229,3.4.23.1,PGA4
1230,2.7.2.3,PGK1
1231,2.7.2.3,PGK2
1232,2.5.1.39,COQ2
1233,1.14.99.60,COQ7
1234,1.5.3.13,PAOX
1235,4.2.1.18,AUH
1236,1.3.3.3,CPOX
1237,3.4.23.45,BACE2
1238,3.4.17.22,CPD
1239,3.1.3.62,MINPP1
1240,3.1.3.80,MINPP1
1241,3.6.1.52,NUDT4
1242,3.6.1.52,NUDT3
1243,3.6.1.52,NUDT10
1244,3.6.1.52,NUDT11
1245,3.6.1.22,NUDT12
1246,3.6.1.45,NUDT14
1247,1.2.1.12,GAPDH
1248,1.2.1.12,GAPDHS
1249,1.21.99.3,DIO3
1250,2.1.1.137,AS3MT
1251,6.2.1.1,ACSS2
1252,6.2.1.1,ACSS1
1253,2.7.1.147,ADPGK
1254,2.3.1.137,CROT
1255,3.1.2.1,ACOT12
1256,4.2.1.1,CA5B
1257,4.2.1.1,CA14
1258,4.2.1.1,CA13
1259,4.2.1.1,CA1
1260,4.2.1.1,CA2
1261,4.2.1.1,CA3
1262,4.2.1.1,CA4
1263,4.2.1.1,CA5A
1264,4.2.1.1,CA6
1265,4.2.1.1,CA7
1266,4.2.1.1,CA8
1267,4.2.1.1,CA9
1268,4.2.1.1,CA12
1269,1.2.4.1,PDHA1
1270,1.2.4.1,PDHA2
1271,1.2.4.1,PDHB
1272,3.5.1.25,AMDHD2
1273,3.4.14.5,DPP4
1274,3.4.14.5,DPP8
1275,3.4.14.5,DPP9
1276,2.7.11.23,CDK7
1277,2.7.11.23,CDK8
1278,2.7.11.23,CDK9
1279,2.7.11.23,CDK19
1280,2.7.11.23,CDK12
1281,2.7.11.23,CDK13
1282,2.7.11.23,CDK1
1283,2.1.1.354,PRDM7
1284,2.1.1.354,SMYD1
1285,2.1.1.354,SETD1B
1286,2.1.1.354,KMT2A
1287,2.1.1.354,ASH1L
1288,2.1.1.354,KMT2E
1289,2.1.1.354,SMYD2
1290,2.1.1.354,PRDM9
1291,2.1.1.354,KMT2C
1292,2.1.1.354,SMYD3
1293,2.1.1.354,KMT2D
1294,2.1.1.354,SETD7
1295,2.1.1.354,SETD1A
1296,2.1.1.354,KMT2B
1297,1.21.99.4,DIO1
1298,1.21.99.4,DIO2
1299,7.1.1.2,NDUFS7
1300,7.1.1.2,ND1
1301,7.1.1.2,ND2
1302,7.1.1.2,ND3
1303,7.1.1.2,ND4
1304,7.1.1.2,ND4L
1305,7.1.1.2,ND5
1306,7.1.1.2,ND6
1307,7.1.1.2,NDUFS1
1308,7.1.1.2,NDUFS2
1309,7.1.1.2,NDUFS3
1310,7.1.1.2,NDUFV1
1311,7.1.1.2,NDUFS8
1312,7.1.1.2,NDUFV2
1313,1.6.99.3,NDUFS7
1314,1.6.99.3,NDUFS1
1315,1.6.99.3,NDUFS2
1316,1.6.99.3,NDUFS3
1317,1.6.99.3,NDUFV1
1318,1.6.99.3,NDUFS8
1319,1.6.99.3,NDUFV2
1320,3.4.21.104,MASP2
1321,2.4.2.1,PNP
1322,2.4.1.142,ALG1
1323,2.4.1.132,ALG2
1324,2.4.1.257,ALG2
1325,2.4.1.258,ALG3
1326,2.4.1.260,ALG12
1327,2.4.1.267,ALG6
1328,2.4.1.265,ALG8
1329,2.4.1.256,ALG10B
1330,2.4.1.256,ALG10
1331,4.1.2.13,ALDOA
1332,4.1.2.13,ALDOB
1333,4.1.2.13,ALDOC
1334,2.3.3.10,HMGCS1
1335,2.3.3.10,HMGCS2
1336,2.4.1.198,PIGA
1337,1.16.1.8,MTRR
1338,3.6.5.5,DNM1L
1339,3.6.5.5,DNM1
1340,3.6.5.5,DNM2
1341,3.6.5.5,DNM3
1342,3.6.5.5,OPA1
1343,2.4.1.79,B3GALNT1
1344,1.3.5.1,SDHA
1345,1.3.5.1,SDHB
1346,1.3.5.1,sdha
1347,1.3.5.1,sdhb
1348,1.3.5.1,DHSA
1349,7.1.1.8,UQCRFS1
1350,2.7.7.7,MYBBP1A
1351,2.7.7.7,POLQ
1352,2.7.7.7,POLI
1353,2.7.7.7,PRIMPOL
1354,2.7.7.7,POLL
1355,2.7.7.7,POLM
1356,2.7.7.7,POLN
1357,2.7.7.7,POLK
1358,2.7.7.7,POLE3
1359,2.7.7.7,POLA1
1360,2.7.7.7,POLB
1361,2.7.7.7,POLD1
1362,2.7.7.7,POLE
1363,2.7.7.7,POLE2
1364,2.7.7.7,POLG
1365,2.7.7.7,POLH
1366,2.7.7.7,POLE4
1367,2.7.7.7,REV3L
1368,3.5.4.4,ADA
1369,3.5.4.4,ADA2
1370,2.3.1.199,ELOVL2
1371,2.3.1.199,ELOVL5
1372,2.3.1.199,ELOVL1
1373,2.3.1.199,ELOVL4
1374,2.3.1.199,ELOVL6
1375,2.3.1.199,ELOVL7
1376,2.3.1.199,ELOVL3
1377,3.4.17.1,CPA1
1378,3.4.17.1,CPA3
1379,3.4.17.1,CPA6
1380,3.4.17.1,CPA5
1381,3.4.18.1,CTSZ
1382,2.8.3.5,OXCT1
1383,2.8.3.5,OXCT2
1384,3.4.21.39,CMA1
1385,3.4.21.109,ST14
1386,6.3.2.25,TTL
1387,5.3.3.5,EBP
1388,4.6.1.16,TSEN34
1389,4.6.1.16,TSEN2
1390,2.3.1.48,KAT5
1391,2.3.1.48,OGA
1392,2.3.1.48,KAT7
1393,2.3.1.48,CDYL2
1394,2.3.1.48,TAF1L
1395,2.3.1.48,CREBBP
1396,2.3.1.48,EP300
1397,2.3.1.48,CDY2B
1398,2.3.1.48,KAT6B
1399,2.3.1.48,CDY1B
1400,2.3.1.48,KAT2A
1401,2.3.1.48,ELP3
1402,2.3.1.48,TAF1
1403,2.3.1.48,KAT6A
1404,2.3.1.48,NCOA3
1405,2.3.1.48,KAT8
1406,2.3.1.48,HAT1
1407,2.3.1.48,NCOA1
1408,2.3.1.48,KAT2B
1409,2.3.1.48,CDY1
1410,2.3.1.48,GTF3C4
1411,2.3.1.48,CDYL
1412,2.3.1.48,CDY2A
1413,2.3.1.48,CLOCK
1414,4.2.99.18,APLF
1415,4.2.99.18,NEIL2
1416,4.2.99.18,APEX2
1417,4.2.99.18,APEX1
1418,4.2.99.18,NTHL1
1419,4.2.99.18,OGG1
1420,4.2.99.18,NEIL1
1421,4.2.99.18,ALKBH1
1422,2.7.12.1,TESK2
1423,2.7.12.1,CLK1
1424,2.7.12.1,CLK2
1425,2.7.12.1,CLK3
1426,2.7.12.1,DYRK1A
1427,2.7.12.1,DSTYK
1428,2.7.12.1,CLK4
1429,2.7.12.1,TESK1
1430,2.7.12.1,TTK
1431,2.7.12.1,DYRK3
1432,2.7.12.1,DYRK2
1433,2.7.12.1,DYRK4
1434,2.7.12.1,DYRK1B
1435,2.7.11.17,CAMKK2
1436,2.7.11.17,PNCK
1437,2.7.11.17,CAMK1D
1438,2.7.11.17,CAMK1G
1439,2.7.11.17,CAMK4
1440,2.7.11.17,CAMK2A
1441,2.7.11.17,CAMK2B
1442,2.7.11.17,CAMK2D
1443,2.7.11.17,CAMK2G
1444,2.7.11.17,CAMKK1
1445,2.7.11.17,CAMK1
1446,3.4.24.84,ZMPSTE24
1447,2.4.1.141,ALG14
1448,2.4.1.141,ALG13
1449,3.4.21.112,MBTPS1
1450,2.7.4.3,AK6
1451,2.7.4.3,AK7
1452,2.7.4.3,AK8
1453,2.7.4.3,AK1
1454,2.7.4.3,AK2
1455,2.7.4.3,AK4
1456,2.7.4.3,AK9
1457,2.7.4.3,AK5
1458,5.6.1.1,KATNA1
1459,5.6.1.1,SPAST
1460,5.6.1.1,KATNAL2
1461,5.6.1.1,KATNAL1
1462,1.1.1.27,LDHAL6A
1463,1.1.1.27,LDHA
1464,1.1.1.27,LDHB
1465,1.1.1.27,LDHC
1466,1.1.1.27,LDHAL6B
1467,3.1.3.5,NT5C1B-RDH14
1468,3.1.3.5,NT5C3B
1469,3.1.3.5,NT5C2
1470,3.1.3.5,NT5C
1471,3.1.3.5,NT5E
1472,3.1.3.5,NT5C3A
1473,3.1.3.5,ACP3
1474,3.1.3.5,NT5M
1475,3.1.3.5,NT5C1A
1476,3.1.3.5,NT5C1B
1477,1.14.19.17,DEGS2
1478,1.14.19.17,DEGS1
1479,1.14.18.5,DEGS2
1480,1.14.18.5,DEGS1
1481,2.7.1.138,CERK
1482,2.7.1.91,SPHK2
1483,2.7.1.91,SPHK1
1484,2.7.8.27,SGMS2
1485,2.7.8.27,SGMS1
1486,3.4.21.59,TPSD1
1487,3.4.21.59,TPSB2
1488,3.4.21.59,TPSAB1
1489,6.4.1.4,MCCC1
1490,6.4.1.4,MCCC2
1491,6.2.1.4,SUCLG2
1492,6.2.1.4,SUCLG1
1493,6.2.1.4,SUCLA2
1494,6.2.1.5,SUCLG2
1495,6.2.1.5,SUCLG1
1496,6.2.1.5,SUCLA2
1497,5.1.99.1,MCEE
1498,3.4.24.79,PAPPA
1499,3.4.24.85,MBTPS2
1500,1.3.3.4,PPOX
1501,1.3.3.15,PPOX
1502,2.5.1.46,DHPS
1503,3.1.3.86,INPP5D
1504,3.1.3.86,INPPL1
1505,2.1.1.215,TRMT1
1506,2.1.1.216,TRMT1
1507,1.3.3.6,ACOX1
1508,1.3.3.6,ACOX3
1509,2.7.4.6,NME6
1510,2.7.4.6,AK9
1511,2.7.4.6,NME7
1512,2.7.4.6,NME1
1513,2.7.4.6,NME2
1514,2.7.4.6,NME3
1515,2.7.4.6,NME4
1516,2.7.4.6,NME1-NME2
1517,7.1.2.2,ATP5F1B
1518,7.1.2.2,ATP6V1A
1519,2.7.11.26,TTBK2
1520,2.7.11.26,GSK3A
1521,2.7.11.26,GSK3B
1522,2.7.11.26,TTBK1
1523,2.7.1.33,PANK1
1524,2.7.1.33,PANK4
1525,2.7.1.33,PANK3
1526,2.7.1.33,PANK2
1527,1.11.1.15,PRDX4
1528,1.11.1.15,PRDX3
1529,1.11.1.15,PRDX5
1530,1.11.1.15,PRDX1
1531,1.11.1.15,PRDX2
1532,1.11.1.15,PRDX6
1533,3.1.2.2,ACOT2
1534,3.1.2.2,ACOT7
1535,3.1.2.2,THEM4
1536,3.1.2.2,ACOT4
1537,3.1.2.2,THEM5
1538,3.1.2.2,BAAT
1539,3.1.2.2,ACOT1
1540,1.2.1.36,ALDH1A1
1541,1.2.1.36,ALDH1A2
1542,5.4.99.45,PUS3
1543,1.11.1.9,GPX6
1544,1.11.1.9,GPX1
1545,1.11.1.9,GPX2
1546,1.11.1.9,GPX3
1547,1.11.1.9,GPX5
1548,1.11.1.9,GPX7
1549,1.11.1.9,GPX8
1550,3.1.26.11,ELAC1
1551,3.1.26.11,ELAC2
1552,1.14.16.4,TPH2
1553,1.14.16.4,TPH1
1554,1.14.15.18,CYP27B1
1555,3.6.1.43,DOLPP1
1556,2.4.1.226,CHSY1
1557,2.4.1.226,CHSY3
1558,2.4.1.226,CHPF2
1559,2.4.1.226,CHPF
1560,2.5.1.18,GSTO2
1561,2.5.1.18,GSTA5
1562,2.5.1.18,HPGDS
1563,2.5.1.18,GSTA1
1564,2.5.1.18,GSTA2
1565,2.5.1.18,GSTA3
1566,2.5.1.18,GSTA4
1567,2.5.1.18,GSTM1
1568,2.5.1.18,GSTM2
1569,2.5.1.18,GSTM3
1570,2.5.1.18,GSTM4
1571,2.5.1.18,GSTM5
1572,2.5.1.18,GSTP1
1573,2.5.1.18,GSTT1
1574,2.5.1.18,GSTT2
1575,2.5.1.18,GSTK1
1576,2.5.1.18,MGST1
1577,2.5.1.18,MGST2
1578,2.5.1.18,MGST3
1579,2.5.1.18,GSTT2B
1580,2.5.1.18,GSTO1
1581,4.2.1.49,UROC1
1582,2.1.1.33,METTL1
1583,5.3.2.1,MIF
1584,3.4.24.81,ADAM10
1585,2.4.1.313,B3GALNT2
1586,2.4.1.244,B4GALNT3
1587,2.4.1.244,B4GALNT4
1588,2.4.1.255,EOGT
1589,2.4.1.255,OGT
1590,3.4.25.1,PSMB11
1591,3.4.25.1,PSMA8
1592,3.4.25.1,PSMA1
1593,3.4.25.1,PSMA2
1594,3.4.25.1,PSMA3
1595,3.4.25.1,PSMA4
1596,3.4.25.1,PSMA5
1597,3.4.25.1,PSMA6
1598,3.4.25.1,PSMA7
1599,3.4.25.1,PSMB1
1600,3.4.25.1,PSMB2
1601,3.4.25.1,PSMB3
1602,3.4.25.1,PSMB4
1603,3.4.25.1,PSMB5
1604,3.4.25.1,PSMB6
1605,3.4.25.1,PSMB7
1606,3.4.25.1,PSMB8
1607,3.4.25.1,PSMB9
1608,3.4.25.1,PSMB10
1609,4.2.1.134,HACD2
1610,4.2.1.134,HACD4
1611,4.2.1.134,HACD3
1612,4.2.1.134,HACD1
1613,2.7.4.24,PPIP5K2
1614,2.7.4.24,PPIP5K1
1615,6.1.1.21,HARS2
1616,6.1.1.21,HARS1
1617,1.1.5.3,GPD2
1618,6.1.1.14,GARS1
1619,4.2.1.2,FH
1620,3.4.13.19,DPEP1
1621,3.4.13.19,DPEP2
1622,3.4.13.19,DPEP3
1623,6.1.1.16,CARS2
1624,6.1.1.16,CARS1
1625,2.4.1.212,HAS1
1626,2.4.1.212,HAS2
1627,2.4.1.212,HAS3
1628,1.8.1.7,GSR
1629,1.7.1.7,GMPR
1630,1.7.1.7,GMPR2
1631,4.2.3.12,PTS
1632,4.1.2.50,PTS
1633,3.5.99.6,GNPDA1
1634,3.5.99.6,GNPDA2
1635,3.1.1.77,AOAH
1636,3.4.22.40,BLMH
1637,3.4.22.42,CTSO
1638,3.4.21.119,KLK13
1639,2.5.1.1,FDPS
1640,2.5.1.1,GGPS1
1641,2.5.1.10,FDPS
1642,2.5.1.10,GGPS1
1643,2.5.1.29,GGPS1
1644,2.3.2.25,UBE2W
1645,1.1.1.30,BDH2
1646,1.1.1.30,BDH1
1647,2.1.1.5,BHMT
1648,2.7.1.15,RBKS
1649,2.1.2.1,SHMT1
1650,2.1.2.1,SHMT2
1651,2.7.1.23,NADK2
1652,2.7.1.23,NADK
1653,2.5.1.22,SMS
1654,2.7.7.23,UAP1
1655,2.7.7.23,UAP1L1
1656,2.7.7.83,UAP1
1657,2.7.7.83,UAP1L1
1658,3.6.5.4,SRP54
1659,3.5.1.12,BTD
1660,5.3.99.5,TBXAS1
1661,2.2.1.1,TKT
1662,2.2.1.1,TKTL1
1663,2.2.1.1,TKTL2
1664,2.4.2.29,QTRT2
1665,2.4.2.29,QTRT1
1666,3.1.1.4,PLA2G4B
1667,3.1.1.4,PLAAT3
1668,3.1.1.4,PLA2G4E
1669,3.1.1.4,PLB1
1670,3.1.1.4,PLA2G4F
1671,3.1.1.4,PLA2G2D
1672,3.1.1.4,PLA2G4D
1673,3.1.1.4,PLA2G2E
1674,3.1.1.4,PLA2G2C
1675,3.1.1.4,PLA2G3
1676,3.1.1.4,PLA2G1B
1677,3.1.1.4,PLA2G2A
1678,3.1.1.4,PLA2G4A
1679,3.1.1.4,PLA2G5
1680,3.1.1.4,PLA2G2F
1681,3.1.1.4,PLA2G12A
1682,3.1.1.4,PLA2G6
1683,3.1.1.4,PLA2G10
1684,3.1.1.4,PLA2G12B
1685,3.1.1.4,PLA2G4C
1686,3.1.1.4,JMJD7-PLA2G4B
1687,2.8.2.20,TPST2
1688,2.8.2.20,TPST1
1689,2.7.1.107,DGKK
1690,2.7.1.107,DGKA
1691,2.7.1.107,DGKB
1692,2.7.1.107,DGKG
1693,2.7.1.107,DGKH
1694,2.7.1.107,DGKQ
1695,2.7.1.107,DGKZ
1696,2.7.1.107,DGKE
1697,2.7.1.107,DGKD
1698,2.7.1.107,DGKI
1699,1.14.13.9,KMO
1700,6.1.1.1,YARS2
1701,6.1.1.1,YARS1
1702,2.4.1.83,DPM1
1703,2.3.1.97,NMT1
1704,2.3.1.97,NMT2
1705,2.8.2.11,GAL3ST1
1706,3.2.2.6,BST1
1707,3.2.2.6,CD38
1708,2.4.99.20,BST1
1709,2.4.99.20,CD38
1710,6.1.1.20,FARSB
1711,6.1.1.20,FARS2
1712,6.1.1.20,FARSA
1713,5.6.2.2,TOP2A
1714,5.6.2.2,TOP2B
1715,1.2.4.4,BCKDHA
1716,1.2.4.4,BCKDHB
1717,2.7.7.102,PRIMPOL
1718,2.7.7.102,PRIM1
1719,3.1.2.22,ABHD17B
1720,3.1.2.22,PPT1
1721,3.1.2.22,ABHD17C
1722,3.1.2.22,ABHD17A
1723,3.1.2.22,PPT2
1724,3.4.21.93,PCSK1
1725,6.4.1.3,PCCA
1726,6.4.1.3,PCCB
1727,1.1.1.37,MDH1
1728,1.1.1.37,MDH2
1729,2.3.1.176,SCP2
1730,2.7.11.8,FASTK
1731,2.7.11.16,GRK4
1732,2.7.11.16,GRK5
1733,2.7.11.16,GRK6
1734,2.7.11.20,EEF2K
1735,2.7.1.82,CHKA
1736,2.7.1.82,CHKB
1737,2.7.1.82,ETNK2
1738,2.7.1.82,ETNK1
1739,1.14.99.1,PTGS1
1740,1.14.99.1,PTGS2
1741,3.4.24.16,NLN
1742,1.1.1.315,RDH5
1743,3.1.1.79,LIPE
1744,3.1.3.56,INPP5J
1745,3.1.3.56,INPP5A
1746,3.1.3.56,INPP5K
1747,2.1.2.9,MTFMT
1748,1.16.3.2,FTH1
1749,3.2.1.143,ADPRHL2
1750,3.2.1.143,PARG
1751,3.1.13.4,PNLDC1
1752,3.1.13.4,PDE12
1753,3.1.13.4,CNOT6L
1754,3.1.13.4,NOCT
1755,3.1.13.4,PARN
1756,3.1.13.4,CNOT6
1757,3.1.13.4,PAN2
1758,5.1.3.3,GALM
1759,1.3.1.38,MECR
1760,1.3.1.38,PECR
1761,3.9.1.3,PHPT1
1762,2.3.2.2,GGT6
1763,2.3.2.2,GGT1
1764,2.3.2.2,GGT7
1765,2.3.2.2,GGT5
1766,3.4.19.13,GGT6
1767,3.4.19.13,GGT1
1768,3.4.19.13,GGT7
1769,3.4.19.13,GGT5
1770,6.1.1.11,SARS2
1771,6.1.1.11,SARS1
1772,3.1.3.74,PHOSPHO2
1773,3.1.3.74,PDXP
1774,2.7.7.8,PNPT1
1775,2.4.1.109,POMT1
1776,2.4.1.109,POMT2
1777,2.3.1.6,CHAT
1778,3.5.3.15,PADI2
1779,3.5.3.15,PADI4
1780,3.5.3.15,PADI1
1781,3.5.3.15,PADI6
1782,3.5.3.15,PADI3
1783,2.7.3.2,CKB
1784,2.7.3.2,CKM
1785,2.7.3.2,CKMT1B
1786,2.7.3.2,CKMT2
1787,2.7.3.2,CKMT1A
1788,2.1.1.6,COMT
1789,2.1.1.6,LRTOMT
1790,2.7.1.20,ADK
1791,2.5.1.141,COX10
